Genus,Species,q,r,Vr,CVN,MA_Yr,RW-Yr,EX_Yr,RL_Yr,GL_Yr,TL_Yr,MA_G,RW_G,EX_G,RL_G,GL_G,TL_G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Calymnia,trapezina,21,-0.143376919,0.747167894,1.190880188,11.15959224,17.73901152,20.72326584,12.31582389,7.343022223,7.298017842,8.176347875,9.390555024,10.42994971,8.553002746,6.956646169,6.923416283,0,3.496507561,0.25,0,0.5,0.166666667,,17,33,2,2,6,,2,5,4,1,0,1,1,1,2,,575,2,4,1,2,LC,1
Caradrina,clavipalpis,21,0.279856779,0.967499677,1.100519292,12.38106645,20.06870898,7.329866531,10.05645935,9.068608888,16.43315026,12.64466238,16.85857551,10.74644604,12.062907,9.710348967,20.72326584,0,3.401197382,0.25,0.2,0.357142857,0.166666667,,13,30,2,8,11,,8,5,4,1,0,2,1,1,2,,520,2,3,1,1,LC,1
Caradrina,morpheus,21,0.047859807,0.201156194,0.391887644,5.01349361,11.32242613,7.825833079,5.059282457,4.94133531,4.957614187,5.101250709,9.750373882,8.459653856,5.146685557,5.043909087,5.029527509,0,3.555348061,0.25,0,0.357142857,0.166666667,,20,35,2,8,10,,8,5,4,1,0,1,1,1,2,,525,2,3,1,1,LC,1
Catocala,nupta,16,0.05625,0.222625,0.363946353,5.98095976,11.57951252,7.851630155,5.251641393,5.331127731,5.129417316,5.422407372,6.978358383,6.507725622,5.143835859,5.257876151,5.077161852,0,4.248495242,0.25,0.2,0.357142857,0.166666667,,37,70,2,2,6,,2,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Celaena,haworthii,16,-0.025,0.052666667,0.193047867,7.02449277,7.749479641,9.887795909,4.815532024,4.806539553,4.730895258,6.313238173,6.973066028,7.541599031,4.867387526,4.880058306,4.7965545,0,3.295836866,0.25,0.4,0.476190476,0.166666667,,,27,2,8,10,,8,5,5,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ceramica,pisi,16,-0.003125,0.03215625,0.176629463,5.959962166,6.987783701,7.198627613,4.505932892,4.526212307,6.923059401,5.777731401,6.296458256,6.437930098,4.550788655,4.583896194,8.341523638,0,3.63758616,0.25,0,0.357142857,0.166666667,,25,38,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,2,LC,1
Cerapteryx,graminis,16,0.01875,0.109625,0.284703875,6.475934677,9.205632054,7.886793379,4.983264196,4.926325735,5.083102049,5.328151063,6.062547469,5.951900489,4.897292686,4.863080728,4.98523353,0,3.401197382,0.25,0.2,0.357142857,0.166666667,,14,30,2,2,6,,2,5,4,1,0,2,1,1,2,,550,2,3,1,2,LC,1
Cerastis,rubricosa,16,-1.08868E-13,0.084666667,0.204659627,4.544793653,8.674308939,8.630415945,4.536326054,4.499604373,4.510906966,4.578612209,7.584666987,7.685791181,4.582881308,4.540829105,4.539318437,0,3.555348061,0.25,0.2,0.357142857,0.166666667,,19,35,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Charanyca,trigrammica,21,0.064423335,0.478365732,1.069022534,9.95230577,14.86119674,10.47650805,7.658321968,7.140194249,6.760964617,9.616735861,12.89383838,11.49310662,8.021808609,7.427974336,7.055234822,0,3.555348061,0.25,0.2,0.357142857,0.166666667,,20,35,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Cirrhia,icteritia,21,0.0041344,0.633164621,0.447627383,5.928371872,16.52347318,16.15797197,7.055077387,5.788590508,5.768954208,6.158913298,13.65072416,13.9163449,7.951325985,6.019202872,5.907286569,1,3.555348061,0.25,0.4,0.476190476,0.166666667,,,35,2,8,10,,8,5,5,1,1,2,1,1,2,,550,3,3,1,2,LC,1
Cirrhia,ocellaris,21,0.053361485,1.817965367,0.793098353,8.525579676,20.72326584,20.72326584,4.096295184,8.637094089,7.984158269,9.38005884,18.46069157,17.36763078,4.409828816,8.953267278,8.250405881,0,3.555348061,0.5,0.4,0.476190476,0.166666667,,,35,2,6,10,,6,5,5,1,1,2,1,1,3,,525,2,3,1,2,LC,1
Colocasia,coryli,16,0.025,0.064666667,0.158694949,4.708681694,8.051893566,6.421438038,4.525677429,4.506307452,4.830332406,4.771536407,7.342165639,6.790420917,4.666527966,4.540818001,4.926547832,0,3.465735903,0.25,0.4,0.357142857,0.166666667,,20,32,2,8,10,,8,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Conistra,ligula,16,-0.009375,0.03540625,0.221906911,6.333924165,7.097995141,7.83636882,4.683069093,4.713537749,20.72326584,5.862349708,6.42616137,6.676719828,4.745936773,4.789890908,20.72326584,0,3.555348061,0.25,0.2,0.357142857,0.166666667,,20,35,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Conistra,vaccinii,16,0.01875,0.028625,0.140829156,5.266761437,6.7914525,5.534837981,4.431641355,4.414412997,4.409294896,4.992932857,5.874183472,5.559418223,4.456868393,4.425121925,4.444381809,0,3.465735903,0.25,0,0.357142857,0.166666667,,21,32,2,6,10,,6,5,4,1,0,1,1,1,2,,575,2,3,1,2,LC,1
Cosmia,affinis,16,-8.45842E-13,0.121,0.267246369,6.598058894,9.504194807,9.508128713,5.010717077,5.189585185,4.955555846,6.278209507,8.387701466,8.364745471,5.10221549,5.280476082,5.028174545,0,3.465735903,0.25,0,0.357142857,0.166666667,,15,32,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,2,LC,1
Cosmia,pyralina,16,-0.025,0.119333333,0.252635328,4.619025947,9.511834736,11.58398007,4.580039122,4.621188078,4.692466863,4.678889428,8.310559408,9.033433657,4.663869989,4.661876927,4.727390646,0,3.465735903,0.25,0.4,0.357142857,0.166666667,,15,32,2,8,10,,8,5,4,1,1,2,1,1,2,,575,2,3,1,2,LC,1
Craniophora,ligustri,16,-5.13046E-13,0.213666667,0.406445514,8.199145073,11.36289123,11.40997454,5.568194957,5.785710031,5.342360877,7.598666192,9.745839566,9.958069176,5.679008101,6.010091101,5.56341586,0,3.63758616,0.25,0.4,0.357142857,0.166666667,,18,38,2,8,11,,8,5,4,1,1,2,1,1,2,,525,2,3,1,2,LC,1
Cryphia,algae,13,0.191146665,3.629871455,1.559450889,9.873682511,20.72326584,20.72326584,4.567505344,13.87587385,20.72326584,10.52914156,20.72326584,20.72326584,4.364768652,15.17862821,20.72326584,0,3.401197382,0.25,0.4,0.595238095,0.166666667,,13,30,2,8,10,,8,5,3,1,1,2,1,1,2,,520,2,3,2,2,LC,1
Cryphia,domestica,16,0.025,0.081333333,0.304087412,6.488922378,8.586663478,6.852474043,4.939483275,4.963457932,4.874897241,6.202696156,7.63787532,7.003037335,5.053462275,5.032099508,4.981835582,0,3.218875825,0.25,0.2,0.357142857,0.166666667,,13,25,2,8,11,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Cucullia,fraudatrix,25,0.123641698,1.432898794,0.893722597,9.739137756,20.72326584,14.63543922,15.04829501,9.00190932,7.772945588,9.34826868,19.0625707,16.26595274,4.505086786,9.596911141,8.120386454,0,3.891820298,0,0.2,0.357142857,0.166666667,,34,49,2,8,10,,8,5,4,1,1,1,1,1,1,,550,2,3,1,2,LC,1
Cucullia,umbratica,21,0.048127725,0.528543508,0.438137829,6.168509648,15.49569283,11.97387125,6.362075359,5.886623939,5.760171506,6.380825756,13.16910486,12.03737926,6.56075242,6.165838418,5.930195655,0,4.007333185,0.25,0.2,0.357142857,0.166666667,,34,55,2,8,11,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Diachrysia,chrysitis,25,-0.027990497,0.319669588,0.448592778,5.489789346,12.93026716,15.22802787,5.696084507,5.269802701,5.315608172,5.56243119,10.99004485,11.86596782,5.837101823,5.366470404,5.401331743,0,3.63758616,0.25,0,0.357142857,0.166666667,,21,38,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,1,LC,1
Diarsia,brunnea,16,-0.01875,0.030625,0.140600139,5.75590321,6.937360743,8.530992364,4.461079039,4.458177875,4.50515476,5.344974791,6.245855295,6.728423276,4.491184933,4.494704975,4.568270125,0,3.688879454,0.25,0.2,0.357142857,0.166666667,,24,40,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Diarsia,dahlii,16,-0.025,0.090333333,0.247990459,6.538698783,8.867003594,10.99838031,4.744128871,4.765484932,9.407885912,7.6016145,7.801707289,8.46341939,4.863594728,4.832737701,13.29290979,0,3.610917913,0.25,0.2,0.357142857,0.166666667,,20,37,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Diarsia,mendica,16,-0.00625,0.023291667,0.108105012,4.422049648,6.569773416,7.066359413,4.279942037,4.286411685,4.474412625,4.49318926,6.006869501,6.164218966,4.312422975,4.326002925,4.731382042,0,3.465735903,0.25,0.2,0.357142857,0.166666667,,20,32,2,8,11,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Diarsia,rubi,16,-0.03125,0.057625,0.207089583,5.299630801,7.873759248,10.64622409,4.565981605,4.530417543,4.558326593,5.117771588,7.072128177,7.831363866,4.653682456,4.584406081,4.648251641,0,3.526360525,0.25,0,0.357142857,0.166666667,,19,34,2,8,10,,8,5,4,1,0,1,1,1,2,,575,2,3,1,2,LC,1
Dichonia,aprilina,16,0.015625,0.094239583,0.251188687,7.174552149,8.898359463,7.731993421,5.051638848,5.07621249,4.977290962,5.520744538,5.91647413,5.826744405,4.968464898,4.99360028,4.918127836,0,3.828641396,0.25,0.4,0.357142857,0.166666667,,21,46,2,2,10,,2,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Discestra,trifolii,16,0.03125,0.147291667,0.385672654,6.716326737,10.17256068,7.89366972,5.178745868,5.141112426,5.055574414,5.535137416,6.445823428,6.145574762,5.126621154,5.075120883,4.967511831,0,3.496507561,0,0,0.357142857,0.166666667,,19,33,2,2,8,,2,5,4,1,0,1,1,1,1,,575,2,3,1,1,LC,1
Dryobotodes,eremita,16,0.0375,0.0655,0.423045376,7.249633525,8.123040801,5.825360903,5.411482303,5.677638149,5.365444904,5.467492376,5.577861972,5.365120052,5.13422424,5.168125743,5.109893093,0,3.555348061,0.25,0.4,0.357142857,0.166666667,,18,35,2,2,6,,2,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Egira,conspicillaris,21,0.19776845,0.852111682,0.677424682,9.881373013,19.00117731,8.32517435,9.337555311,7.411829149,6.894803022,10.08184941,15.93689338,11.39977809,10.84985614,7.877683034,7.176931262,0,3.663561646,0.25,0.2,0.357142857,0.166666667,,24,39,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Enargia,ypsillon,16,0.00625,0.122958333,0.268705549,5.220217042,9.561232791,8.970188584,4.81970513,4.943934485,4.805386076,4.91822004,6.217307117,6.180151259,4.753294876,4.88635267,4.705910155,0,3.63758616,0.25,0.4,0.357142857,0.166666667,,22,38,2,2,6,,2,5,4,1,1,2,1,1,2,,585,2,3,1,2,LC,1
Eremobia,ochroleuca,16,0.08125,1.288291667,1.958331199,7.224347423,20.72326584,16.1456614,7.806695923,6.570542752,6.483519074,7.764076263,17.92115802,16.42043572,8.415959147,6.865223569,6.773016535,0,3.555348061,0.25,0.2,0.357142857,0.166666667,,19,35,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Eugnorisma,depuncta,16,0.0125,0.161833333,0.349053461,8.084419237,10.38134931,9.400427166,5.309842287,5.603236471,5.282934821,7.482732665,9.089312256,8.736222511,5.373861955,5.743752041,5.406330333,0,3.688879454,0.25,0.4,0.357142857,0.166666667,,20,40,2,8,10,,8,5,4,1,1,2,1,1,2,,520,2,3,1,2,LC,1
Eumichtis,lichenea,16,-2.81546E-13,0.041666667,0.175221393,5.362357539,7.291190745,7.297323954,4.513705117,4.525435855,4.487950726,5.176428759,6.537595167,6.602053279,4.564666502,4.590993203,4.527773945,0,3.610917913,0.25,0.2,0.714285714,0.166666667,,21,37,2,8,11,,8,5,4,1,0,2,1,1,2,,525,2,3,2,2,LC,1
Euplexia,lucipara,16,-1.70775E-13,0.056333333,0.171336457,5.086942353,7.801882425,7.845253706,4.542821084,4.533640201,4.516471715,5.021813993,6.950435845,7.082792604,4.637611344,4.628069097,4.557862552,0,3.496507561,0.25,0.2,0.357142857,0.166666667,,22,33,2,8,11,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Eupsilia,transversa,21,-0.028765121,0.499944132,0.483547787,6.714646517,15.09507597,17.59609165,6.509833341,5.978466382,5.768313015,6.704683932,11.81631019,12.21869493,6.914173936,6.18811582,5.809841592,0,3.784189634,0.25,0.4,0.357142857,0.166666667,,23,44,2,6,10,,6,5,4,1,1,2,1,1,2,,575,2,3,1,2,LC,1
Euxoa,aquilina,21,0.066926422,1.260192483,1.257696815,9.927960042,20.72326584,16.58851807,11.26142024,8.287443881,7.927763462,12.38335312,18.3506705,16.68557407,11.10982591,8.990227337,8.373863478,0,3.401197382,0,0.2,0.357142857,0.166666667,,20,30,2,8,10,,8,5,4,1,1,1,1,1,1,,520,2,3,1,2,LC,1
Euxoa,nigricans,21,0.033656159,0.670351758,0.667523728,6.925503623,17.0753487,14.34641891,7.113428988,6.248482894,6.007236441,6.397468796,9.125944749,9.032027431,6.817404771,6.089416663,5.944485825,0,3.583518938,0.25,0.4,0.476190476,0.166666667,,35,36,2,2,5,,2,5,5,1,1,2,1,1,2,,525,2,3,1,1,LC,1
Euxoa,tritici,16,-0.05625,0.104291667,0.254758209,6.162157514,9.176502383,14.07014207,4.911301825,4.960776775,4.837757246,5.146864993,6.05621244,6.324663985,4.840254244,4.89715704,4.79657147,0,3.688879454,0,0.4,0.357142857,0.166666667,,24,40,2,2,6,,2,5,4,1,1,2,1,1,1,,575,2,3,1,1,LC,1
Gortyna,flavago,16,-0.01875,0.054958333,0.143731751,4.467447696,7.801220836,9.360101348,4.444408772,4.414420606,4.483793875,4.512648352,7.238950372,7.936127252,4.496608593,4.466584707,4.534541859,0,3.583518938,0.25,0.2,0.357142857,0.166666667,,22,36,2,10,12,,10,5,4,1,0,2,1,1,2,,2000,2,3,1,1,LC,1
Graphiphora,augur,19,-0.233779504,0.920778795,0.568822437,11.36646317,19.51211784,20.72326584,9.974662519,8.313083646,7.480200711,11.1254542,16.60412044,20.72326584,10.79409335,8.961485334,7.843784292,0,3.784189634,0.25,0.2,0.357142857,0.166666667,,24,44,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Hada,nana,16,-0.00625,0.054625,0.23239922,6.237549928,7.758625446,8.32444037,4.771154937,4.785426484,4.70696198,5.847266326,6.9656816,7.095929687,4.826380165,4.835053659,4.748368292,0,3.496507561,0.25,0.2,0.357142857,0.166666667,,22,33,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Hadena,bicruris,16,0.0375,0.026833333,0.178991483,4.619576342,6.800301011,4.790646274,4.39383736,4.433058943,4.392837716,4.63215394,6.228044041,5.286065142,4.434160521,4.488919868,4.429488807,0,3.555348061,0.25,0,0.357142857,0.166666667,,18,35,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,2,LC,1
Hadena,confusa,16,-0.0125,0.339833333,0.331317998,5.64451909,13.17029999,14.39089931,5.780803549,5.278986759,5.907333479,5.865160261,11.37359647,11.58267355,6.076957203,5.376589485,6.374373309,0,3.583518938,0.25,0.2,0.357142857,0.166666667,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Hadena,perplexa,16,-0.046875,0.162822917,0.400167505,7.036600919,10.52049337,14.49731439,5.318251605,5.398902299,5.138959894,6.55950103,9.114966051,10.41534079,5.406298288,5.526267669,5.2278694,0,3.465735903,0.25,0.4,0.833333333,0.166666667,,15,32,2,8,10,,8,5,5,1,1,2,1,1,2,,550,2,3,2,2,LC,1
Hadena,rivularis,16,0.01875,0.115958333,0.278728847,6.270136895,9.428304384,8.059354099,4.953163448,5.050450699,5.962777222,6.103068408,8.23621707,7.87829835,4.977517586,5.156706154,7.046305053,0,3.496507561,0.25,0,0.357142857,0.166666667,,18,33,2,8,10,,8,5,4,1,0,1,1,1,2,,575,2,3,1,2,LC,1
Hecatera,bicolorata,16,0.003125,0.023822917,0.173253177,5.667619639,6.618202768,6.363386017,4.485262791,4.53013469,4.448955741,5.387272266,6.035491357,5.975295811,4.526298938,4.607751782,4.493885887,0,3.496507561,0.25,0,0.357142857,0.166666667,,16,33,2,8,10,,8,5,4,1,0,1,1,1,2,,520,2,3,1,1,LC,1
Heliophobus,reticulata,21,0.096953811,0.222245475,0.502396624,9.025830948,11.60280097,6.29042453,6.807159416,6.206013478,6.189611691,8.711290556,10.17871977,7.796357673,7.007952711,6.430837233,6.465709356,0,3.555348061,0.25,0.6,0.357142857,0.166666667,,35,35,2,8,10,,8,5,4,1,1,3,1,1,2,,575,2,3,1,2,LC,1
Herminia,nemoralis,16,-1.54508E-13,0.049666667,0.185118845,5.138578283,7.633682928,7.593891523,4.524662396,4.518274566,4.49960505,5.029645511,6.894046448,6.835171545,4.58383436,4.562663844,4.525243271,0,3.258096538,0.25,0.2,0.357142857,0.166666667,,25,26,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Herminia,tarsicrinalis,19,-0.089692027,0.757854895,0.479685247,6.977935986,18.03524517,20.72326584,7.088863498,5.999932472,7.121365072,7.215124529,14.78583063,17.21601,7.320021951,6.294569803,7.322606269,0,3.401197382,0.25,0.2,0.214285714,0.166666667,,13,30,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,2,1,2,LC,1
Herminia,tarsipennalis,16,0.00625,0.055625,0.234495,5.99024297,7.760197196,7.288545485,4.709408788,4.710703342,4.851593609,5.705494444,6.911977109,6.880263441,4.785127136,4.775522614,4.93330825,0,3.465735903,0.25,0.2,0.214285714,0.166666667,,15,32,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,2,1,2,LC,1
Hoplodrina,alsines,21,0.022014156,0.196526004,0.344822167,6.010532183,11.05167511,9.428003241,5.34326639,5.085549051,5.147668394,5.8982557,9.673595881,9.150256117,5.428624051,5.147904048,5.265487739,0,3.496507561,0.25,0.2,0.357142857,0.166666667,,17,33,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Hoplodrina,ambigua,21,0.117280658,1.341197046,0.983195156,9.467193159,20.72326584,14.44057697,14.48581067,7.231213299,7.19369605,9.640298548,12.74739273,11.8702026,14.29525007,7.158797856,7.186995623,0,3.496507561,0.25,0.2,0.357142857,0.166666667,,18,33,2,3,12,,3,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Hoplodrina,blanda,21,0.088902588,0.316780289,0.534788547,5.778514146,13.03928971,7.564831075,5.737656411,5.327972086,5.381374991,5.843028726,11.34887268,9.127246857,5.887166213,5.42855892,5.491723714,0,3.496507561,0.25,0.2,0.357142857,0.166666667,,17,33,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Hydraecia,micacea,23,-0.002635853,0.061497829,0.290005712,6.560267995,7.9814999,8.171136006,4.912501919,7.074791722,6.454663454,6.194284116,7.069976387,7.210308137,4.938430067,6.702665682,6.606999293,0,3.63758616,0.25,0.2,0.357142857,0.166666667,,22,38,2,8,10,,8,5,4,1,1,1,1,1,2,,525,2,3,1,2,LC,1
Hypena,crassalis,16,0.03125,0.164958333,0.48011058,7.78271848,10.49653757,8.299180263,5.394610201,5.563109416,5.352272524,7.347206355,9.178614387,8.308584794,5.618579651,5.690487606,5.542515775,0,3.465735903,0,0.2,0.357142857,0.166666667,,15,32,2,8,11,,8,5,4,1,1,1,1,1,1,,520,2,3,1,2,LC,1
Hypena,proboscidalis,21,-0.06218213,1.045187802,0.725777102,7.651769026,20.26621568,20.72326584,9.8059546,6.694010786,6.574503701,8.103612957,17.15271923,18.74519175,11.44568655,7.012430938,6.821904696,0,3.663561646,0.25,0,0.357142857,0.166666667,,31,39,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,1,LC,1
Ipimorpha,subtusa,21,-0.134814776,0.66321806,0.803974413,5.941204743,16.95163451,20.72326584,6.269055946,5.830845241,5.656927524,5.805223889,9.167049659,9.951166038,6.072165735,5.721688575,5.571448089,0,3.433987204,0.25,0.4,0.714285714,0.166666667,,14,31,2,2,5,,2,5,4,1,1,2,1,1,2,,575,2,3,2,2,LC,1
Lacanobia,oleracea,16,-1.1449E-13,0.018,0.169150993,5.865405064,6.310660913,6.288473729,4.510915973,4.512881482,4.542628885,5.448774757,5.737086517,5.715727373,4.560692924,4.582346935,4.661393195,0,3.63758616,0.25,0,0.357142857,0.166666667,,25,38,2,8,11,,8,5,4,1,0,1,1,1,2,,525,2,3,1,1,LC,1
Lacanobia,suasa,16,0.03125,0.103625,0.286348767,7.331447719,9.249473065,7.013330565,5.089912947,5.263251956,5.035560783,6.848827967,8.022558197,7.372394525,5.179835454,5.382275595,5.142823124,0,3.63758616,0.25,0.2,0.476190476,0.166666667,,27,38,2,8,11,,8,5,5,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Lacanobia,thalassina,21,0.057895445,0.519791927,0.616237978,8.20484461,15.35424154,11.58320874,6.759264633,6.051325331,6.009969874,8.064263537,13.16933361,11.76348782,7.169498956,6.341046899,6.205527567,0,3.583518938,0.25,0.2,0.357142857,0.166666667,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Lacanobia,w-latinum,21,0.13285484,0.249900877,0.646220934,9.141385871,12.15550933,5.793834635,7.270810215,7.114061691,6.948885854,8.956020738,10.56542951,7.522566464,7.480918936,7.444753375,7.193341462,0,3.688879454,0.25,0.2,0.357142857,0.166666667,,24,40,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Laspeyria,flexula,16,-3.11161E-13,0.102666667,0.28596887,5.809027073,9.161459918,9.042842137,4.863646909,4.94608411,5.901610455,5.777463677,8.169640244,8.009934247,4.900519516,5.038403232,6.817842479,0,3.218875825,0.25,0,0.357142857,0.166666667,,14,25,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,1,LC,1
Lithacodia,pygarga,16,0.0125,0.071833333,0.322655917,7.414254677,8.269009125,7.351300935,5.179678767,5.211677227,5.048528117,6.858412847,7.379980122,7.11683201,5.256862155,5.32827633,5.136481547,0,3.583518938,0.25,0.2,0.357142857,0.166666667,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Lithophane,ornitopus,16,-0.00625,0.124625,0.29352058,5.760416252,9.645709899,10.08896254,4.935801003,5.055020564,4.876076755,5.650310131,8.430904195,8.704413328,5.027947252,5.172524629,4.961367578,0,3.63758616,0.25,0.4,0.476190476,0.166666667,,18,38,2,8,11,,8,5,5,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Lycophotia,porphyrea,16,-0.00625,0.066958333,0.216496314,6.218884403,8.145827903,8.615036183,4.75404107,4.754343837,4.703812997,5.877460147,7.332550122,7.399994122,4.868983445,4.770298714,4.753961489,0,3.401197382,0.25,0.2,0.357142857,0.166666667,,18,30,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Lygephila,pastinum,16,0.01875,0.177291667,0.354034354,5.355015725,10.65641923,9.177667401,5.009059013,5.114676858,4.927133284,5.062356488,6.648672607,6.411739079,4.919076076,5.021533087,4.860829372,0,3.688879454,0.25,0.2,0.357142857,0.166666667,,24,40,2,2,8,,2,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Macdunnoughia,confusa,11,0.116448531,1.751843681,1.222556782,15.884019,20.72326584,16.90167195,18.06505316,11.60237947,10.15459129,15.02842968,20.72326584,18.25880631,4.364768652,12.43222654,10.83281487,0,3.583518938,0.25,0.2,0.357142857,0.166666667,,20,36,2,8,10,,8,5,4,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Mamestra,brassicae,25,0.004071308,0.737451576,0.782405798,7.112959581,17.52961469,17.24504208,7.817512358,6.3104919,6.293982171,6.508650607,9.191557778,9.351592547,7.243691117,6.202022246,6.229277478,0,3.688879454,0.25,0.2,0.357142857,0.166666667,,40,40,2,2,10,,6,5,4,1,0,2,1,1,2,,520,2,3,1,1,LC,1
Mamestra,oleracea,25,0.009897792,0.613589745,0.738607133,7.217776166,16.23047815,15.62337765,7.371584783,6.06546552,6.095046632,7.328398201,14.01627912,13.75184856,7.815016387,6.386963471,6.394152806,0,3.688879454,0.25,0.2,0.357142857,0.166666667,,35,40,2,8,10,,8,5,4,1,0,2,1,1,2,,1000,1,3,1,1,LC,1
Mamestra,persicariae,21,-0.058905342,0.529027474,0.540052354,12.56190714,15.45992385,20.7192998,7.903062486,6.704862591,6.710597968,10.59799764,12.42954277,14.61733541,8.345846563,7.029392066,6.946440042,0,3.80666249,0.25,0.2,0.357142857,0.166666667,,30,45,2,8,10,,8,5,4,1,0,2,1,1,2,,550,2,3,1,2,LC,1
Mamestra,suasa,25,-0.022230332,0.630332374,0.799690971,12.95950265,16.47258219,18.3281779,8.88313871,7.501462385,7.42932488,8.187886742,8.950089027,9.022598781,7.61947095,6.976367466,7.015261327,0,3.555348061,0.25,0.2,0.357142857,0.166666667,,19,35,2,2,8,,2,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Meganola,albula,16,0.00625,0.152958333,0.278014686,5.016984262,10.29470871,9.727212988,4.863274032,5.006842027,4.807453887,5.090544342,8.946233686,9.044876171,4.946543712,5.108944239,4.896662836,0,3.044522438,0,0.4,0.357142857,0.166666667,,4,21,2,8,10,,8,5,4,1,1,2,1,1,1,,520,2,3,1,2,LC,1
Mesapamea,secalis,25,-0.005736493,0.520405535,0.523300248,5.640121375,15.41686256,15.71558986,6.36933894,5.548352887,5.590786002,5.799758702,13.45779935,12.35772814,6.832464776,5.691337193,5.742728948,0,3.496507561,0.25,0.2,0.357142857,0.166666667,,18,33,2,8,10,,8,5,4,1,1,1,1,1,2,,575,2,3,1,2,LC,1
Mesoligia,literosa,16,-0.015625,0.021572917,0.184523219,6.167117191,6.452289552,7.795052571,4.556545436,4.617001187,4.519538216,5.635879992,5.912267382,6.26408676,4.690896261,4.686287502,4.571075241,0,3.295836866,0.25,0,0.357142857,0.166666667,,10,27,2,8,11,,8,5,4,1,0,1,1,1,2,,525,2,3,1,2,LC,1
Mythimna,albipuncta,21,0.105817311,0.682711231,0.833772969,10.58566154,17.11014698,10.23559075,7.807328515,6.958823284,8.108497874,10.33444899,14.58583046,12.07288288,8.347071417,7.220016185,8.92682076,0,3.555348061,0.25,0.2,0.238095238,0.166666667,,30,35,2,8,10,,8,5,3,1,1,1,1,1,2,,520,2,3,1,2,LC,1
Mythimna,comma,21,0.015421337,0.61887367,1.122418343,11.24119036,16.23083429,15.16897459,8.310726308,7.135428006,7.089271306,10.51993719,13.65108285,13.93443226,8.849617935,7.54421698,7.437262839,0,3.63758616,0.25,0,0.357142857,0.166666667,,27,38,2,8,11,,8,5,4,1,0,1,1,1,2,,700,2,3,1,2,LC,1
Mythimna,conigera,21,-0.012121026,0.386832682,0.444791576,6.264169871,14.14795223,14.82951916,5.923889776,5.42819646,5.482368922,6.36625901,11.95951761,12.11024397,6.303684376,5.655876685,5.648450168,0,3.555348061,0.25,0.2,0.357142857,0.166666667,,22,35,2,8,11,,8,5,4,1,1,1,1,1,2,,700,2,3,1,2,LC,1
